tab(t0) ^ t0.ac = '212' -> t0.cc = '01', rowSize=8, xSupp=1, supp=1, covre=0.12, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ac = '131' ^ t0.str = 'High St' ^ t1.str = 'High St' -> t1.ac = '131', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ac = '131' ^ t0.ct = 'EDI' ^ t1.ct = 'EDI' -> t1.ac = '131', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ac = '131' ^ t0.zip = 'EH4 1DT' ^ t1.zip = 'EH4 1DT' -> t1.ac = '131', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.pn = '1111111' ^ t0.str = t1.str -> t1.pn = '1111111', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.pn = '1111111' ^ t0.str = 'Tree Ave' ^ t1.str = 'Tree Ave' -> t1.pn = '1111111', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.pn = '2222222' ^ t0.zip = '01202' ^ t1.zip = '01202' -> t1.pn = '2222222', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.pn = '4444444' ^ t0.nm = t1.nm -> t1.pn = '4444444', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.pn = '4444444' ^ t0.nm = 'Ian' ^ t1.nm = 'Ian' -> t1.pn = '4444444', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm = 'Ian' ^ t0.pn = t1.pn -> t1.nm = 'Ian', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm = 'Ian' ^ t0.pn = '4444444' ^ t1.pn = '4444444' -> t1.nm = 'Ian', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str = 'Tree Ave' ^ t0.pn = t1.pn -> t1.str = 'Tree Ave', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str = 'Tree Ave' ^ t0.pn = '1111111' ^ t1.pn = '1111111' -> t1.str = 'Tree Ave', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str = 'High St' ^ t0.ct = t1.ct -> t1.str = 'High St', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str = 'High St' ^ t0.zip = t1.zip -> t1.str = 'High St', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str = 'High St' ^ t0.ct = 'EDI' ^ t1.ct = 'EDI' -> t1.str = 'High St', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str = 'High St' ^ t0.zip = 'EH4 1DT' ^ t1.zip = 'EH4 1DT' -> t1.str = 'High St', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'MH' ^ t0.ac = t1.ac -> t1.ct = 'MH', rowSize=56, xSupp=12, supp=12, covre=0.21, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'MH' ^ t0.str = t1.str -> t1.ct = 'MH', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'MH' ^ t0.zip = t1.zip -> t1.ct = 'MH', rowSize=56, xSupp=6, supp=6, covre=0.11, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'MH' ^ t0.ac = '908' ^ t1.ac = '908' -> t1.ct = 'MH', rowSize=56, xSupp=12, supp=12, covre=0.21, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'MH' ^ t0.pn = '1111111' ^ t1.pn = '1111111' -> t1.ct = 'MH', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'MH' ^ t0.str = 'Tree Ave' ^ t1.str = 'Tree Ave' -> t1.ct = 'MH', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'MH' ^ t0.zip = '07974' ^ t1.zip = '07974' -> t1.ct = 'MH', rowSize=56, xSupp=6, supp=6, covre=0.11, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'EDI' ^ t0.str = t1.str -> t1.ct = 'EDI', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'EDI' ^ t0.zip = t1.zip -> t1.ct = 'EDI', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'EDI' ^ t0.str = 'High St' ^ t1.str = 'High St' -> t1.ct = 'EDI', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.ct = 'EDI' ^ t0.zip = 'EH4 1DT' ^ t1.zip = 'EH4 1DT' -> t1.ct = 'EDI', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.zip = '07974' ^ t0.str = t1.str -> t1.zip = '07974', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.zip = '07974' ^ t0.pn = '1111111' ^ t1.pn = '1111111' -> t1.zip = '07974', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.zip = '07974' ^ t0.str = 'Tree Ave' ^ t1.str = 'Tree Ave' -> t1.zip = '07974', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.zip = 'EH4 1DT' ^ t0.str = t1.str -> t1.zip = 'EH4 1DT', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.zip = 'EH4 1DT' ^ t0.ct = t1.ct -> t1.zip = 'EH4 1DT', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.zip = 'EH4 1DT' ^ t0.str = 'High St' ^ t1.str = 'High St' -> t1.zip = 'EH4 1DT', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.zip = 'EH4 1DT' ^ t0.ct = 'EDI' ^ t1.ct = 'EDI' -> t1.zip = 'EH4 1DT', rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.cc = t1.cc ^ t0.str = 'Tree Ave' ^ t1.str = 'Tree Ave' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.cc = t1.cc ^ t0.zip = '01202' ^ t1.zip = '01202' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.ac = t1.ac ^ t0.str = 'Tree Ave' ^ t1.str = 'Tree Ave' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.str = t1.str ^ t0.cc = '01' ^ t1.cc = '01' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.str = t1.str ^ t0.ac = '908' ^ t1.ac = '908' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.str = t1.str ^ t0.ct = 'MH' ^ t1.ct = 'MH' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.str = t1.str ^ t0.zip = '07974' ^ t1.zip = '07974' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.ct = t1.ct ^ t0.str = 'Tree Ave' ^ t1.str = 'Tree Ave' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.nm <> t1.nm ^ t0.zip = t1.zip ^ t0.str = 'Tree Ave' ^ t1.str = 'Tree Ave' -> t0.pn = t1.pn, rowSize=56, xSupp=2, supp=2, covre=0.04, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.cc = t1.cc ^ t0.ac = t1.ac -> t0.zip = t1.zip, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.cc = t1.cc ^ t0.ct = t1.ct -> t0.zip = t1.zip, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.cc = t1.cc ^ t0.ac = '908' ^ t1.ac = '908' -> t0.zip = t1.zip, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.cc = t1.cc ^ t0.ct = 'MH' ^ t1.ct = 'MH' -> t0.zip = t1.zip, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.ac = t1.ac ^ t0.cc = t1.cc -> t0.zip = t1.zip, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.ac = t1.ac ^ t0.cc = '01' ^ t1.cc = '01' -> t0.zip = t1.zip, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.ct = t1.ct ^ t0.cc = t1.cc -> t0.zip = t1.zip, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.ct = t1.ct ^ t0.cc = '01' ^ t1.cc = '01' -> t0.zip = t1.zip, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.cc = t1.cc ^ t0.ac = t1.ac -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.cc = t1.cc ^ t0.ac = '908' ^ t1.ac = '908' -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.cc = t1.cc ^ t0.zip = '07974' ^ t1.zip = '07974' -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.ac = t1.ac ^ t0.cc = t1.cc -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.ac = t1.ac ^ t0.zip = t1.zip -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.ac = t1.ac ^ t0.cc = '01' ^ t1.cc = '01' -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.ac = t1.ac ^ t0.zip = '07974' ^ t1.zip = '07974' -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.zip = t1.zip ^ t0.ac = t1.ac -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> t1.str ^ t0.zip = t1.zip ^ t0.ac = '908' ^ t1.ac = '908' -> t0.ct = t1.ct, rowSize=56, xSupp=4, supp=4, covre=0.07, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.cc = '44' ^ t0.ct = t1.ct -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.cc = '44' ^ t0.ac = '908' ^ t1.ac = '908' -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.cc = '44' ^ t0.ct = 'MH' ^ t1.ct = 'MH' -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.ac = '908' ^ t0.ct = t1.ct -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.ac = '908' ^ t0.ct = 'MH' ^ t1.ct = 'MH' -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.nm = 'Ian' ^ t0.ct = t1.ct -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.nm = 'Ian' ^ t0.ac = '908' ^ t1.ac = '908' -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.nm = 'Ian' ^ t0.ct = 'MH' ^ t1.ct = 'MH' -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.ct = 'MH' ^ t0.ac = t1.ac -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
tab(t0) ^ tab(t1) ^ t0.str <> 'Tree Ave' ^ t0.pn <> '1111111' ^ t1.str <> 'Tree Ave' ^ t0.zip <> '07974' ^ t0.str <> t1.str ^ t1.pn <> '1111111' ^ t0.ct = 'MH' ^ t0.ac = '908' ^ t1.ac = '908' -> t1.zip = '07974', rowSize=56, xSupp=1, supp=1, covre=0.02, conf=1.0
